Time,Mois_beans,Mois_Maize,Mois_Onion,Mois_Rice,Temp_beans,Temp_Maize,Temp_Onion,Temp_Rice,Temp_Surr,Humid_beans,Humid_Maize,Humid_Onion,Humid_Surr,water_level
2023-08-13,83,81,83,78,17,17,17,17,17,92,92,92,88,36
2023-08-14,83,81,83,78,17,17,17,17,17,92,92,92,89,32
2023-08-14,83,81,83,78,17,17,17,17,17,92,92,92,89,32
2023-08-14,83,81,83,78,17,17,17,17,17,92,92,92,88,32
2023-08-14,84,81,83,78,17,17,17,17,17,92,92,92,88,35
2023-08-14,83,81,83,78,17,17,17,17,17,92,92,92,88,35
2023-08-14,83,81,83,78,17,17,17,17,17,92,92,92,88,35
2023-08-14,84,81,83,78,17,17,17,17,17,92,92,92,88,34
2023-08-14,83,81,82,78,17,17,17,17,17,92,92,92,88,37
2023-08-14,83,80,82,78,17,17,17,17,17,92,92,92,88,37
2023-08-14,83,80,82,78,17,17,17,17,17,92,92,92,90,34
2023-08-14,83,80,82,78,17,17,17,17,17,92,92,92,90,35
2023-08-14,83,80,82,78,17,17,17,17,17,92,92,92,89,35
2023-08-14,83,80,83,78,17,17,17,17,18,92,92,92,88,35
2023-08-14,83,81,83,78,17,17,17,17,18,92,92,92,88,34
2023-08-14,83,80,82,78,17,17,17,17,18,92,92,92,88,34
2023-08-14,83,80,82,78,17,17,17,17,18,92,92,92,88,33
2023-08-14,83,80,82,77,17,17,17,17,18,92,92,92,85,34
2023-08-14,83,80,82,77,17,17,17,17,17,92,92,92,88,33
2023-08-14,83,80,82,78,17,17,17,17,18,92,92,92,87,33
2023-08-14,84,81,82,78,17,17,17,17,18,92,92,92,87,34
2023-08-14,83,80,82,78,17,17,17,17,18,92,92,92,87,34
2023-08-14,83,80,82,78,17,17,17,17,18,92,92,92,86,33
2023-08-14,83,80,82,78,17,17,17,17,18,92,92,92,86,32
2023-08-14,83,80,82,78,17,17,17,17,18,92,92,92,85,32
2023-08-15,83,80,82,78,17,17,17,17,18,92,92,92,85,30
2023-08-15,83,80,82,78,17,17,17,17,18,92,92,92,85,32
2023-08-15,83,80,82,78,17,17,17,17,18,92,92,92,85,31
2023-08-15,83,80,82,77,17,17,17,17,18,92,92,92,85,30
2023-08-15,83,80,82,77,17,17,17,17,18,92,92,92,85,30
2023-08-15,83,80,82,77,17,17,17,17,18,92,92,92,85,29
2023-08-15,83,80,81,77,17,17,17,17,18,92,92,92,87,24
2023-08-15,83,80,82,81,17,17,17,17,18,92,92,92,86,25
2023-08-15,83,80,82,81,17,17,17,17,18,92,92,92,86,25
2023-08-15,83,80,82,81,17,17,17,17,18,92,92,92,87,25
2023-08-15,83,80,82,81,17,17,17,17,18,92,92,92,87,25
2023-08-15,84,80,82,81,17,17,17,17,18,92,92,92,87,24
2023-08-15,65,72,68,70,17,17,17,17,18,92,92,92,88,16
2023-08-15,73,76,72,80,17,18,17,17,18,92,92,92,88,22
2023-08-15,71,73,81,70,17,17,17,17,18,92,92,92,88,24
2023-08-15,77,72,75,67,17,18,17,17,18,92,92,92,88,22
2023-08-15,80,72,79,65,17,18,17,17,18,92,92,92,88,23
2023-08-15,77,67,78,71,17,18,17,17,18,92,92,92,88,23
2023-08-15,67,73,66,73,17,18,17,17,18,92,92,92,91,9
2023-08-15,70,68,68,67,17,18,17,17,18,92,92,92,91,9
2023-08-15,72,81,69,82,17,17,17,17,18,92,92,92,91,9
2023-08-15,73,67,78,72,17,17,17,17,18,92,92,92,90,9
2023-08-15,78,75,80,71,17,17,17,17,18,92,92,92,90,9
2023-08-15,77,80,79,69,17,17,17,17,18,92,92,92,90,9
2023-08-16,65,75,75,75,17,18,17,17,16,92,92,92,91,9
2023-08-16,70,67,74,74,17,17,17,17,16,92,92,92,91,9
2023-08-16,76,80,77,68,17,17,17,17,16,92,92,92,91,9
2023-08-16,65,70,76,73,17,18,17,17,17,92,92,92,92,9
2023-08-16,72,69,75,73,17,18,17,17,17,92,92,92,92,7
2023-08-16,65,80,69,65,17,17,17,17,17,92,92,92,92,7
2023-08-16,70,71,77,70,17,18,17,17,17,92,92,92,92,23
2023-08-16,69,69,67,70,17,18,17,17,17,92,92,92,92,23
2023-08-16,65,81,80,82,17,17,17,17,17,92,92,92,92,23
2023-08-16,77,69,79,74,17,17,17,17,17,92,92,92,92,23
2023-08-16,78,77,74,70,17,17,17,17,17,92,92,92,92,19
2023-08-16,76,82,78,71,17,17,17,17,17,92,92,92,92,20
2023-08-16,65,69,75,74,17,17,17,17,18,92,92,92,91,8
2023-08-16,65,75,72,77,17,18,17,17,18,92,92,92,91,8
2023-08-16,79,81,69,82,17,17,17,17,17,92,92,92,91,8
2023-08-16,65,73,78,72,17,18,17,17,17,92,92,92,90,6
2023-08-16,72,66,74,70,17,18,17,17,17,92,92,92,90,6
2023-08-16,66,78,70,65,17,18,17,17,17,92,92,92,90,6
2023-08-16,81,80,81,78,17,17,17,17,18,92,92,92,90,30
2023-08-16,80,68,65,70,17,18,17,17,18,92,92,92,90,30
2023-08-16,70,79,68,67,17,17,17,17,17,92,92,92,90,29
2023-08-16,66,66,73,72,17,18,17,17,18,92,92,92,90,29
2023-08-16,75,67,69,78,17,18,17,17,18,92,92,92,90,29
2023-08-16,67,76,82,69,17,18,17,17,18,92,92,92,90,29
2023-08-17,73,72,73,68,17,17,17,17,18,92,92,92,91,16
2023-08-17,65,78,77,69,17,17,17,17,18,92,92,92,91,16
2023-08-17,81,75,75,78,17,18,17,17,17,92,92,92,91,14
2023-08-17,75,75,78,78,17,17,17,17,18,92,92,92,91,26
2023-08-17,77,70,80,68,17,17,17,17,18,92,92,92,91,26
2023-08-17,77,65,75,82,17,18,17,17,18,92,92,92,91,25
2023-08-17,76,75,65,65,17,18,17,17,18,92,92,92,92,21
2023-08-17,65,73,72,65,17,18,17,17,17,92,92,92,91,26
2023-08-17,70,80,66,75,17,18,17,17,17,92,92,92,91,27
2023-08-17,74,68,68,74,17,18,17,17,18,92,92,92,92,34
2023-08-17,67,68,81,79,17,18,17,17,18,92,92,92,92,35
2023-08-17,67,75,81,66,17,18,17,17,18,92,92,92,91,34
2023-08-17,74,65,73,75,17,18,17,17,17,92,92,92,91,39
2023-08-17,81,67,81,68,17,18,17,17,17,92,92,92,91,39
2023-08-17,73,68,68,78,17,18,17,17,17,92,92,92,91,39
2023-08-17,69,72,76,67,17,17,17,17,17,92,92,92,91,25
2023-08-17,77,82,74,80,17,17,17,17,17,92,92,92,91,27
2023-08-17,70,77,73,68,17,18,17,17,17,92,92,92,91,27
2023-08-17,82,70,81,72,17,17,17,17,17,92,92,92,92,20
2023-08-17,68,80,77,80,17,18,17,17,17,92,92,92,92,18
2023-08-17,78,75,67,75,17,17,17,17,17,92,92,92,91,18
2023-08-17,72,79,71,68,17,17,17,17,17,92,92,92,92,17
2023-08-17,75,76,77,68,17,18,17,17,17,92,92,92,92,11
2023-08-17,78,73,76,81,17,18,17,17,17,92,92,92,92,22
2023-08-18,74,69,69,73,17,18,17,17,17,92,92,92,92,23
2023-08-18,74,69,72,80,17,17,17,17,17,92,92,92,92,22
2023-08-18,77,80,67,77,17,18,17,17,17,92,92,92,92,21
2023-08-18,68,77,75,66,17,18,17,17,17,92,92,92,92,15
2023-08-18,65,73,67,76,17,18,17,17,17,92,92,92,92,18
2023-08-18,69,79,73,67,17,18,17,17,17,92,92,92,92,17
2023-08-18,69,80,72,82,17,18,17,17,17,92,92,92,92,28
2023-08-18,80,78,68,75,17,17,17,17,17,92,92,92,92,28
2023-08-18,68,75,80,66,17,18,17,17,17,92,92,92,92,24
2023-08-18,74,78,75,76,17,18,17,17,17,92,92,92,92,17
2023-08-18,67,66,70,78,17,17,17,17,17,92,92,92,92,19
